train_no,train_name,origin_station,destination_station,off_day,station_order,station_name,arrival_time,departure_time,journey_day,page_number
780,Dhalarchar Express,Rajshahi,Dhalarchar,Wednesday,1.0,Rajshahi,,17:20,1.0,12.0
780,Dhalarchar Express,Rajshahi,Dhalarchar,Wednesday,2.0,Sardah,17:39,17:39,1.0,12.0
780,Dhalarchar Express,Rajshahi,Dhalarchar,Wednesday,3.0,Arani,17:57,17:57,1.0,12.0
780,Dhalarchar Express,Rajshahi,Dhalarchar,Wednesday,4.0,Abdulpur Jn,18:11,18:11,1.0,12.0
780,Dhalarchar Express,Rajshahi,Dhalarchar,Wednesday,5.0,Azimnagar,18:21,18:21,1.0,12.0
780,Dhalarchar Express,Rajshahi,Dhalarchar,Wednesday,6.0,Ishwardi Bypass,18:32,18:32,1.0,12.0
780,Dhalarchar Express,Rajshahi,Dhalarchar,Wednesday,7.0,Majhgram Jn,18:40,18:40,1.0,12.0
780,Dhalarchar Express,Rajshahi,Dhalarchar,Wednesday,8.0,Dashuria,18:54,18:54,1.0,12.0
780,Dhalarchar Express,Rajshahi,Dhalarchar,Wednesday,9.0,Tebunia,19:10,19:10,1.0,12.0
780,Dhalarchar Express,Rajshahi,Dhalarchar,Wednesday,10.0,Pabna,19:25,19:25,1.0,12.0
780,Dhalarchar Express,Rajshahi,Dhalarchar,Wednesday,11.0,Raghabpur,19:38,19:38,1.0,12.0
780,Dhalarchar Express,Rajshahi,Dhalarchar,Wednesday,12.0,Dubulia,19:51,19:51,1.0,12.0
780,Dhalarchar Express,Rajshahi,Dhalarchar,Wednesday,13.0,Tatiband,20:00,20:00,1.0,12.0
780,Dhalarchar Express,Rajshahi,Dhalarchar,Wednesday,14.0,Sathiya Rajapur,20:14,20:14,1.0,12.0
780,Dhalarchar Express,Rajshahi,Dhalarchar,Wednesday,15.0,Kashinathpur,20:32,20:32,1.0,12.0
780,Dhalarchar Express,Rajshahi,Dhalarchar,Wednesday,16.0,Badherhat,20:50,20:50,1.0,12.0
780,Dhalarchar Express,Rajshahi,Dhalarchar,Wednesday,17.0,Dhalarchar,21:15,,1.0,12.0
781,Kishoreganj Express,Dhaka,Kishoreganj,Tuesday,1.0,Dhaka,,10:30,1.0,12.0
781,Kishoreganj Express,Dhaka,Kishoreganj,Tuesday,2.0,Dhaka Airport,10:57,10:57,1.0,12.0
781,Kishoreganj Express,Dhaka,Kishoreganj,Tuesday,3.0,Narsingdi,11:39,11:39,1.0,12.0
781,Kishoreganj Express,Dhaka,Kishoreganj,Tuesday,4.0,Methikanda,11:59,11:59,1.0,12.0
781,Kishoreganj Express,Dhaka,Kishoreganj,Tuesday,5.0,Bhairab Bazar Jn,12:35,12:35,1.0,12.0
781,Kishoreganj Express,Dhaka,Kishoreganj,Tuesday,6.0,Kuliarchar,12:56,12:56,1.0,12.0
781,Kishoreganj Express,Dhaka,Kishoreganj,Tuesday,7.0,Bajitpur,13:06,13:06,1.0,12.0
781,Kishoreganj Express,Dhaka,Kishoreganj,Tuesday,8.0,Sararchar,13:16,13:16,1.0,12.0
781,Kishoreganj Express,Dhaka,Kishoreganj,Tuesday,9.0,Manikhali,13:33,13:33,1.0,12.0
781,Kishoreganj Express,Dhaka,Kishoreganj,Tuesday,10.0,Gachihata,13:42,13:42,1.0,12.0
781,Kishoreganj Express,Dhaka,Kishoreganj,Tuesday,11.0,Kishoreganj,14:10,,1.0,12.0
782,Kishoreganj Express,Kishoreganj,Dhaka,Tuesday,1.0,Kishoreganj,,16:00,1.0,12.0
782,Kishoreganj Express,Kishoreganj,Dhaka,Tuesday,2.0,Gachihata,16:17,16:17,1.0,12.0
782,Kishoreganj Express,Kishoreganj,Dhaka,Tuesday,3.0,Manikhali,16:29,16:29,1.0,12.0
782,Kishoreganj Express,Kishoreganj,Dhaka,Tuesday,4.0,Sararchar,16:47,16:47,1.0,12.0
782,Kishoreganj Express,Kishoreganj,Dhaka,Tuesday,5.0,Bajitpur,16:57,16:57,1.0,12.0
782,Kishoreganj Express,Kishoreganj,Dhaka,Tuesday,6.0,Kuliarchar,17:07,17:07,1.0,12.0
782,Kishoreganj Express,Kishoreganj,Dhaka,Tuesday,7.0,Bhairab Bazar Jn,17:48,17:48,1.0,12.0
782,Kishoreganj Express,Kishoreganj,Dhaka,Tuesday,8.0,Methikanda,18:06,18:06,1.0,12.0
782,Kishoreganj Express,Kishoreganj,Dhaka,Tuesday,9.0,Narsingdi,18:30,18:30,1.0,12.0
782,Kishoreganj Express,Kishoreganj,Dhaka,Tuesday,10.0,Dhaka Airport,19:23,19:23,1.0,12.0
782,Kishoreganj Express,Kishoreganj,Dhaka,Tuesday,11.0,Dhaka,20:00,,1.0,12.0
783,Tungipara Express,Gobra,Rajshahi,Tuesday,1.0,Gobra,,06:30,1.0,12.0
783,Tungipara Express,Gobra,Rajshahi,Tuesday,2.0,Khatra,06:41,06:41,1.0,12.0
783,Tungipara Express,Gobra,Rajshahi,Tuesday,3.0,Gopalganj,06:53,06:53,1.0,12.0
783,Tungipara Express,Gobra,Rajshahi,Tuesday,4.0,Chandra Dighalia,07:07,07:07,1.0,12.0
783,Tungipara Express,Gobra,Rajshahi,Tuesday,5.0,Chhoto Bahirbag,07:20,07:20,1.0,12.0
783,Tungipara Express,Gobra,Rajshahi,Tuesday,6.0,Chapta,07:34,07:34,1.0,12.0
783,Tungipara Express,Gobra,Rajshahi,Tuesday,7.0,Kashiani Jn,07:47,07:47,1.0,12.0
783,Tungipara Express,Gobra,Rajshahi,Tuesday,8.0,Boalmari,08:11,08:11,1.0,12.0
783,Tungipara Express,Gobra,Rajshahi,Tuesday,9.0,Madhukhali Jn,08:32,08:32,1.0,12.0
783,Tungipara Express,Gobra,Rajshahi,Tuesday,10.0,Naliagram,08:43,08:43,1.0,12.0
783,Tungipara Express,Gobra,Rajshahi,Tuesday,11.0,Bahar Pur,08:57,08:57,1.0,12.0
783,Tungipara Express,Gobra,Rajshahi,Tuesday,12.0,Kalukhali Jn,09:12,09:12,1.0,12.0
783,Tungipara Express,Gobra,Rajshahi,Tuesday,13.0,Pangsha,09:23,09:23,1.0,12.0
783,Tungipara Express,Gobra,Rajshahi,Tuesday,14.0,Khoksa,09:38,09:38,1.0,12.0
783,Tungipara Express,Gobra,Rajshahi,Tuesday,15.0,Kumarkhali,09:49,09:49,1.0,12.0
783,Tungipara Express,Gobra,Rajshahi,Tuesday,16.0,Kushtia Court,10:09,10:09,1.0,12.0
783,Tungipara Express,Gobra,Rajshahi,Tuesday,17.0,Poradaha Jn,11:00,11:00,1.0,12.0
783,Tungipara Express,Gobra,Rajshahi,Tuesday,18.0,Bheramara,11:20,11:20,1.0,12.0
783,Tungipara Express,Gobra,Rajshahi,Tuesday,19.0,Ishwardi Jn,12:00,12:00,1.0,12.0
783,Tungipara Express,Gobra,Rajshahi,Tuesday,20.0,Rajshahi,13:15,,1.0,12.0
758,Drutojan Express,Panchagarh,Dhaka,,1.0,Panchagarh,,07:20,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,2.0,Kismat,07:38,07:38,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,3.0,Ruhea,07:48,07:48,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,4.0,Thakurgaon,08:05,08:05,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,5.0,Pirganj,08:48,08:48,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,6.0,Setabganj,09:04,09:04,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,7.0,Dinajpur,09:46,09:46,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,8.0,Chirirbandar,10:07,10:07,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,9.0,Parbatipur Jn,10:45,10:45,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,10.0,Phulbari,11:06,11:06,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,11.0,Birampur,11:20,11:20,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,12.0,Panchbibi,11:42,11:42,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,13.0,Joypurhat,11:56,11:56,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,14.0,Akkelpur,12:11,12:11,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,15.0,Santahar Jn,12:40,12:40,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,16.0,Ahsanganj,13:16,13:16,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,17.0,Natore,13:41,13:41,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,18.0,Ishwardi Bypass,14:28,14:28,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,19.0,Chatmohar,14:51,14:51,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,20.0,Jamtail Jn,15:30,15:30,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,21.0,Ibrahimabad Jn,15:58,15:58,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,22.0,Tangail,16:28,16:28,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,23.0,Joydebpur,17:53,17:53,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,24.0,Dhaka Airport,18:23,18:23,1.0,9.0
758,Drutojan Express,Panchagarh,Dhaka,,25.0,Dhaka,18:55,,1.0,9.0
759,Padma Express,Dhaka,Rajshahi,Tuesday,1.0,Dhaka,,22:45,1.0,9.0
759,Padma Express,Dhaka,Rajshahi,Tuesday,2.0,Dhaka Airport,23:13,23:13,1.0,9.0
759,Padma Express,Dhaka,Rajshahi,Tuesday,3.0,Joydebpur,23:38,23:38,1.0,9.0
759,Padma Express,Dhaka,Rajshahi,Tuesday,4.0,Tangail,00:34,00:34,2.0,9.0
759,Padma Express,Dhaka,Rajshahi,Tuesday,5.0,Ibrahimabad Jn,00:56,00:56,2.0,9.0
759,Padma Express,Dhaka,Rajshahi,Tuesday,6.0,Shaheed M Mansur Ali,01:14,01:14,2.0,9.0
759,Padma Express,Dhaka,Rajshahi,Tuesday,7.0,Ullapara,01:33,01:33,2.0,9.0
759,Padma Express,Dhaka,Rajshahi,Tuesday,8.0,Baral Bridge,01:53,01:53,2.0,9.0
759,Padma Express,Dhaka,Rajshahi,Tuesday,9.0,Chatmohar,02:10,02:10,2.0,9.0
759,Padma Express,Dhaka,Rajshahi,Tuesday,10.0,Ishwardi Bypass,02:33,02:33,2.0,9.0
759,Padma Express,Dhaka,Rajshahi,Tuesday,11.0,Abdulpur Jn,02:50,02:50,2.0,9.0
759,Padma Express,Dhaka,Rajshahi,Tuesday,12.0,Sardah,03:18,03:18,2.0,9.0
759,Padma Express,Dhaka,Rajshahi,Tuesday,13.0,Rajshahi,04:00,,2.0,9.0
760,Padma Express,Rajshahi,Dhaka,Tuesday,1.0,Rajshahi,,16:00,1.0,9.0
760,Padma Express,Rajshahi,Dhaka,Tuesday,2.0,Sreerampur (Sardah),16:19,16:19,1.0,9.0
760,Padma Express,Rajshahi,Dhaka,Tuesday,3.0,Abdulpur Jn,16:47,16:47,1.0,9.0
760,Padma Express,Rajshahi,Dhaka,Tuesday,4.0,Ishwardi Bypass,17:03,17:03,1.0,9.0
760,Padma Express,Rajshahi,Dhaka,Tuesday,5.0,Chatmohar,17:25,17:25,1.0,9.0
760,Padma Express,Rajshahi,Dhaka,Tuesday,6.0,Baral Bridge,17:40,17:40,1.0,9.0
760,Padma Express,Rajshahi,Dhaka,Tuesday,7.0,Ullapara,18:02,18:02,1.0,9.0
760,Padma Express,Rajshahi,Dhaka,Tuesday,8.0,Shaheed M Mansur Ali,18:21,18:21,1.0,9.0
760,Padma Express,Rajshahi,Dhaka,Tuesday,9.0,Ibrahimabad Jn,18:40,18:40,1.0,9.0
760,Padma Express,Rajshahi,Dhaka,Tuesday,10.0,Tangail,19:02,19:02,1.0,9.0
760,Padma Express,Rajshahi,Dhaka,Tuesday,11.0,Joydebpur,20:18,20:18,1.0,9.0
760,Padma Express,Rajshahi,Dhaka,Tuesday,12.0,Dhaka Airport,20:48,20:48,1.0,9.0
760,Padma Express,Rajshahi,Dhaka,Tuesday,13.0,Dhaka,21:15,,1.0,9.0
761,Sagar Dari Express,Khulna,Rajshahi,Monday,1.0,Khulna,,16:00,1.0,9.0
761,Sagar Dari Express,Khulna,Rajshahi,Monday,2.0,Noapara,16:36,16:36,1.0,9.0
761,Sagar Dari Express,Khulna,Rajshahi,Monday,3.0,Jashore,17:08,17:08,1.0,9.0
761,Sagar Dari Express,Khulna,Rajshahi,Monday,4.0,Mobarakganj,17:37,17:37,1.0,9.0
761,Sagar Dari Express,Khulna,Rajshahi,Monday,5.0,Kot Chandpur,17:51,17:51,1.0,9.0
761,Sagar Dari Express,Khulna,Rajshahi,Monday,6.0,Safdarpur,18:02,18:02,1.0,9.0
761,Sagar Dari Express,Khulna,Rajshahi,Monday,7.0,Darshana Halt,18:24,18:24,1.0,9.0
761,Sagar Dari Express,Khulna,Rajshahi,Monday,8.0,Chuadanga,18:46,18:46,1.0,9.0
761,Sagar Dari Express,Khulna,Rajshahi,Monday,9.0,Alamdanga,19:04,19:04,1.0,9.0
761,Sagar Dari Express,Khulna,Rajshahi,Monday,10.0,Poradaha Jn,19:23,19:23,1.0,9.0
761,Sagar Dari Express,Khulna,Rajshahi,Monday,11.0,Mirpur,19:35,19:35,1.0,9.0
761,Sagar Dari Express,Khulna,Rajshahi,Monday,12.0,Bheramara,19:47,19:47,1.0,9.0
761,Sagar Dari Express,Khulna,Rajshahi,Monday,13.0,Pakshi,20:01,20:01,1.0,9.0
761,Sagar Dari Express,Khulna,Rajshahi,Monday,14.0,Ishwardi Jn,20:30,20:30,1.0,9.0
761,Sagar Dari Express,Khulna,Rajshahi,Monday,15.0,Azimnagar,20:45,20:45,1.0,9.0
761,Sagar Dari Express,Khulna,Rajshahi,Monday,16.0,Abdulpur Jn,20:56,20:56,1.0,9.0
761,Sagar Dari Express,Khulna,Rajshahi,Monday,17.0,Rajshahi,22:00,,1.0,9.0
762,Sagar Dari Express,Rajshahi,Khulna,Monday,1.0,Rajshahi,,06:00,1.0,9.0
762,Sagar Dari Express,Rajshahi,Khulna,Monday,2.0,Abdulpur Jn,06:42,06:42,1.0,9.0
762,Sagar Dari Express,Rajshahi,Khulna,Monday,3.0,Azimnagar,06:53,06:53,1.0,9.0
762,Sagar Dari Express,Rajshahi,Khulna,Monday,4.0,Ishwardi Jn,07:30,07:30,1.0,9.0
762,Sagar Dari Express,Rajshahi,Khulna,Monday,5.0,Pakshi,07:42,07:42,1.0,9.0
762,Sagar Dari Express,Rajshahi,Khulna,Monday,6.0,Bheramara,07:57,07:57,1.0,9.0
762,Sagar Dari Express,Rajshahi,Khulna,Monday,7.0,Mirpur,08:09,08:09,1.0,9.0
762,Sagar Dari Express,Rajshahi,Khulna,Monday,8.0,Poradaha Jn,08:22,08:22,1.0,9.0
762,Sagar Dari Express,Rajshahi,Khulna,Monday,9.0,Alamdanga,08:40,08:40,1.0,9.0
762,Sagar Dari Express,Rajshahi,Khulna,Monday,10.0,Chuadanga,08:59,08:59,1.0,9.0
762,Sagar Dari Express,Rajshahi,Khulna,Monday,11.0,Darshana Halt,09:23,09:23,1.0,9.0
762,Sagar Dari Express,Rajshahi,Khulna,Monday,12.0,Safdarpur,09:42,09:42,1.0,9.0
762,Sagar Dari Express,Rajshahi,Khulna,Monday,13.0,Kot Chandpur,09:53,09:53,1.0,9.0
762,Sagar Dari Express,Rajshahi,Khulna,Monday,14.0,Mobarakganj,10:07,10:07,1.0,9.0
762,Sagar Dari Express,Rajshahi,Khulna,Monday,15.0,Jashore,10:39,10:39,1.0,9.0
762,Sagar Dari Express,Rajshahi,Khulna,Monday,16.0,Noapara,11:10,11:10,1.0,9.0
762,Sagar Dari Express,Rajshahi,Khulna,Monday,17.0,Khulna,12:10,,1.0,9.0
763,Chitra Express,Khulna,Dhaka,Sunday,1.0,Khulna,,09:00,1.0,9.0
763,Chitra Express,Khulna,Dhaka,Sunday,2.0,Noapara,09:36,09:36,1.0,9.0
763,Chitra Express,Khulna,Dhaka,Sunday,3.0,Jashore,10:08,10:08,1.0,9.0
763,Chitra Express,Khulna,Dhaka,Sunday,4.0,Mobarakganj,10:51,10:51,1.0,9.0
763,Chitra Express,Khulna,Dhaka,Sunday,5.0,Kot Chandpur,11:04,11:04,1.0,9.0
763,Chitra Express,Khulna,Dhaka,Sunday,6.0,Darshana Halt,11:31,11:31,1.0,9.0
763,Chitra Express,Khulna,Dhaka,Sunday,7.0,Chuadanga,11:53,11:53,1.0,9.0
763,Chitra Express,Khulna,Dhaka,Sunday,8.0,Alamdanga,12:11,12:11,1.0,9.0
763,Chitra Express,Khulna,Dhaka,Sunday,9.0,Poradaha Jn,12:30,12:30,1.0,9.0
763,Chitra Express,Khulna,Dhaka,Sunday,10.0,Mirpur,12:42,12:42,1.0,9.0
763,Chitra Express,Khulna,Dhaka,Sunday,11.0,Bheramara,12:55,12:55,1.0,10.0
763,Chitra Express,Khulna,Dhaka,Sunday,12.0,Ishwardi Jn,13:25,13:25,1.0,10.0
763,Chitra Express,Khulna,Dhaka,Sunday,13.0,Chatmohar,13:51,13:51,1.0,10.0
763,Chitra Express,Khulna,Dhaka,Sunday,14.0,Baral Bridge,14:09,14:09,1.0,10.0
763,Chitra Express,Khulna,Dhaka,Sunday,15.0,Ullapara,14:30,14:30,1.0,10.0
763,Chitra Express,Khulna,Dhaka,Sunday,16.0,Shaheed M Mansur Ali,14:48,14:48,1.0,10.0
763,Chitra Express,Khulna,Dhaka,Sunday,17.0,Ibrahimabad Jn,15:32,15:32,1.0,10.0
763,Chitra Express,Khulna,Dhaka,Sunday,18.0,Tangail,15:54,15:54,1.0,10.0
763,Chitra Express,Khulna,Dhaka,Sunday,19.0,Joydebpur,17:07,17:07,1.0,10.0
763,Chitra Express,Khulna,Dhaka,Sunday,20.0,Dhaka Airport,17:36,17:36,1.0,10.0
763,Chitra Express,Khulna,Dhaka,Sunday,21.0,Dhaka,18:05,,1.0,9.0
764,Chitra Express,Dhaka,Khulna,Sunday,1.0,Dhaka,,19:30,1.0,10.0
764,Chitra Express,Dhaka,Khulna,Sunday,2.0,Dhaka Airport,19:58,19:58,1.0,10.0
764,Chitra Express,Dhaka,Khulna,Sunday,3.0,Joydebpur,20:23,20:23,1.0,10.0
764,Chitra Express,Dhaka,Khulna,Sunday,4.0,Tangail,21:28,21:28,1.0,10.0
764,Chitra Express,Dhaka,Khulna,Sunday,5.0,Ibrahimabad Jn,21:50,21:50,1.0,10.0
764,Chitra Express,Dhaka,Khulna,Sunday,6.0,Shaheed M Mansur Ali,22:09,22:09,1.0,10.0
764,Chitra Express,Dhaka,Khulna,Sunday,7.0,Ullapara,22:29,22:29,1.0,10.0
764,Chitra Express,Dhaka,Khulna,Sunday,8.0,Baral Bridge,22:50,22:50,1.0,10.0
764,Chitra Express,Dhaka,Khulna,Sunday,9.0,Chatmohar,23:07,23:07,1.0,10.0
764,Chitra Express,Dhaka,Khulna,Sunday,10.0,Ishwardi Jn,23:55,23:55,1.0,10.0
764,Chitra Express,Dhaka,Khulna,Sunday,11.0,Bheramara,00:28,00:28,2.0,10.0
764,Chitra Express,Dhaka,Khulna,Sunday,12.0,Poradaha Jn,00:49,00:49,2.0,10.0
764,Chitra Express,Dhaka,Khulna,Sunday,13.0,Alamdanga,01:07,01:07,2.0,10.0
764,Chitra Express,Dhaka,Khulna,Sunday,14.0,Chuadanga,01:27,01:27,2.0,10.0
764,Chitra Express,Dhaka,Khulna,Sunday,15.0,Darshana Halt,01:50,01:50,2.0,10.0
764,Chitra Express,Dhaka,Khulna,Sunday,16.0,Kot Chandpur,02:18,02:18,2.0,10.0
764,Chitra Express,Dhaka,Khulna,Sunday,17.0,Mobarakganj,02:32,02:32,2.0,10.0
764,Chitra Express,Dhaka,Khulna,Sunday,18.0,Jashore,03:12,03:12,2.0,10.0
764,Chitra Express,Dhaka,Khulna,Sunday,19.0,Noapara,03:43,03:43,2.0,10.0
764,Chitra Express,Dhaka,Khulna,Sunday,20.0,Khulna,04:40,,2.0,10.0
765,Nilsagar Express,Dhaka,Chilahati,Wednesday,1.0,Dhaka,,06:45,1.0,10.0
765,Nilsagar Express,Dhaka,Chilahati,Wednesday,2.0,Dhaka Airport,07:13,07:13,1.0,10.0
765,Nilsagar Express,Dhaka,Chilahati,Wednesday,3.0,Joydebpur,07:39,07:39,1.0,10.0
765,Nilsagar Express,Dhaka,Chilahati,Wednesday,4.0,Ibrahimabad Jn,09:03,09:03,1.0,10.0
765,Nilsagar Express,Dhaka,Chilahati,Wednesday,5.0,Muladuli,10:18,10:18,1.0,10.0
765,Nilsagar Express,Dhaka,Chilahati,Wednesday,6.0,Natore,11:00,11:00,1.0,10.0
765,Nilsagar Express,Dhaka,Chilahati,Wednesday,7.0,Ahsanganj,11:22,11:22,1.0,10.0
765,Nilsagar Express,Dhaka,Chilahati,Wednesday,8.0,Santahar Jn,12:05,12:05,1.0,10.0
765,Nilsagar Express,Dhaka,Chilahati,Wednesday,9.0,Akkelpur,12:40,12:40,1.0,10.0
765,Nilsagar Express,Dhaka,Chilahati,Wednesday,10.0,Joypurhat,12:57,12:57,1.0,10.0
765,Nilsagar Express,Dhaka,Chilahati,Wednesday,11.0,Birampur,13:28,13:28,1.0,10.0
765,Nilsagar Express,Dhaka,Chilahati,Wednesday,12.0,Phulbari,13:42,13:42,1.0,10.0
765,Nilsagar Express,Dhaka,Chilahati,Wednesday,13.0,Parbatipur Jn,14:10,14:10,1.0,10.0
765,Nilsagar Express,Dhaka,Chilahati,Wednesday,14.0,Saidpur,14:31,14:31,1.0,10.0
765,Nilsagar Express,Dhaka,Chilahati,Wednesday,15.0,Nilphamari,14:55,14:55,1.0,10.0
765,Nilsagar Express,Dhaka,Chilahati,Wednesday,16.0,Domar,15:26,15:26,1.0,10.0
765,Nilsagar Express,Dhaka,Chilahati,Wednesday,17.0,Chilahati,16:00,,1.0,10.0
766,Nilsagar Express,Chilahati,Dhaka,Tuesday,1.0,Chilahati,,20:00,1.0,10.0
766,Nilsagar Express,Chilahati,Dhaka,Tuesday,2.0,Domar,20:21,20:21,1.0,10.0
766,Nilsagar Express,Chilahati,Dhaka,Tuesday,3.0,Nilphamari,20:40,20:40,1.0,10.0
766,Nilsagar Express,Chilahati,Dhaka,Tuesday,4.0,Saidpur,21:04,21:04,1.0,10.0
766,Nilsagar Express,Chilahati,Dhaka,Tuesday,5.0,Parbatipur Jn,21:40,21:40,1.0,10.0
766,Nilsagar Express,Chilahati,Dhaka,Tuesday,6.0,Phulbari,22:00,22:00,1.0,10.0
766,Nilsagar Express,Chilahati,Dhaka,Tuesday,7.0,Birampur,22:14,22:14,1.0,10.0
766,Nilsagar Express,Chilahati,Dhaka,Tuesday,8.0,Joypurhat,22:46,22:46,1.0,10.0
766,Nilsagar Express,Chilahati,Dhaka,Tuesday,9.0,Akkelpur,23:02,23:02,1.0,10.0
766,Nilsagar Express,Chilahati,Dhaka,Tuesday,10.0,Santahar Jn,23:25,23:25,1.0,10.0
766,Nilsagar Express,Chilahati,Dhaka,Tuesday,11.0,Ahsanganj,23:49,23:49,1.0,10.0
766,Nilsagar Express,Chilahati,Dhaka,Tuesday,12.0,Natore,00:13,00:13,2.0,10.0
766,Nilsagar Express,Chilahati,Dhaka,Tuesday,13.0,Muladuli,01:14,01:14,2.0,10.0
766,Nilsagar Express,Chilahati,Dhaka,Tuesday,14.0,Ibrahimabad Jn,02:49,02:49,2.0,10.0
766,Nilsagar Express,Chilahati,Dhaka,Tuesday,15.0,Joydebpur,04:15,04:15,2.0,10.0
766,Nilsagar Express,Chilahati,Dhaka,Tuesday,16.0,Dhaka Airport,04:48,04:48,2.0,10.0
766,Nilsagar Express,Chilahati,Dhaka,Tuesday,17.0,Dhaka,05:25,,2.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,1.0,Santahar Jn,,11:00,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,2.0,Talora,11:30,11:30,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,3.0,Bogura,12:01,12:01,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,4.0,Sonatala,12:52,12:52,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,5.0,Mahimaganj,13:04,13:04,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,6.0,Bonarpara Jn,13:18,13:18,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,7.0,Badiakhali,13:30,13:30,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,8.0,Gaibandha,13:50,13:50,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,9.0,Bamandanga,14:24,14:24,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,10.0,Pirgacha,14:45,14:45,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,11.0,Kaunia Jn,15:25,15:25,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,12.0,Rangpur,15:58,15:58,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,13.0,Badarganj,16:29,16:29,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,14.0,Kholahati,16:42,16:42,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,15.0,Parbatipur Jn,17:20,17:20,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,16.0,Chirirbandar,17:43,17:43,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,17.0,Dinajpur,18:13,18:13,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,18.0,Setabganj,18:50,18:50,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,19.0,Pirganj,19:08,19:08,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,20.0,Bhomradah,19:20,19:20,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,21.0,Thakurgaon,19:41,19:41,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,22.0,Ruhea,20:02,20:02,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,23.0,Kismat,20:14,20:14,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,24.0,Nayniburuaj,20:27,20:27,1.0,10.0
767,Dolonchapa Express,Santahar Jn,Panchagarh,,25.0,Panchagarh,20:40,,1.0,10.0
768,Dolonchapa Express,Panchagarh,Santahar Jn,,1.0,Panchagarh,,06:00,1.0,10.0
768,Dolonchapa Express,Panchagarh,Santahar Jn,,2.0,Nayniburuaj,06:12,06:12,1.0,10.0
768,Dolonchapa Express,Panchagarh,Santahar Jn,,3.0,Kismat,06:23,06:23,1.0,10.0
768,Dolonchapa Express,Panchagarh,Santahar Jn,,4.0,Ruhea,06:35,06:35,1.0,10.0
768,Dolonchapa Express,Panchagarh,Santahar Jn,,5.0,Thakurgaon,06:54,06:54,1.0,10.0
768,Dolonchapa Express,Panchagarh,Santahar Jn,,6.0,Bhomradah,07:15,07:15,1.0,10.0
768,Dolonchapa Express,Panchagarh,Santahar Jn,,7.0,Pirganj,07:27,07:27,1.0,10.0
768,Dolonchapa Express,Panchagarh,Santahar Jn,,8.0,Setabganj,07:46,07:46,1.0,10.0
768,Dolonchapa Express,Panchagarh,Santahar Jn,,9.0,Dinajpur,08:31,08:31,1.0,10.0
768,Dolonchapa Express,Panchagarh,Santahar Jn,,10.0,Chirirbandar,08:52,08:52,1.0,10.0
